name,sku,available,purchase_option,price,cost_price,container_water_weight,container_sweets_weight,width,height,depth,weight,description,meta_description,brand,type[Butter],type[Caramel],type[Chewy],type[Chocolate],type[Dried Fruit],type[Fizzy],type[Gum],type[Gummy],type[Hard],type[Jelly],type[Liquorice],type[Lollipop],type[Mint],type[Nougat],type[Novelty],type[Nuts],type[Sherbet],type[Traditional],type[Toffee],type[Wrapped],flavour[Aniseed],flavour[Apple],flavour[Banana],flavour[Blackcurrant],flavour[Bubblegum],flavour[Cherry],flavour[Chocolate],flavour[Coconut],flavour[Cola],flavour[Cream],flavour[Custard],flavour[Mixed Fruit],flavour[Ginger],flavour[Lemon],flavour[Lime],flavour[Mint],flavour[Orange],flavour[Pear],flavour[Raspberry],flavour[Rhubarb],flavour[Salt],flavour[Sour],flavour[Strawberry],flavour[Toffee],flavour[Vanilla],flavour[Watermelon],colour[Black],colour[Blue],colour[Brown],colour[Green],colour[Orange],colour[Pink],colour[Purple],colour[Rainbow],colour[Red],colour[White],colour[Yellow],contains[Alcohol],contains[Gluten],contains[Lactose],contains[Nuts],contains[Sugar],contains[Gelatin],ingredients,serving_size,energy,protein,carbohydrates,fat
Funny Money,HBG-SI-028-01,FALSE,0,0.65,0.26,,,190,80,10,0,Edible rice paper money.,Funny Money only 65p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1," Starch, Vegetable Oil, Sweetener: Sucralose; Flavourings, Colours:  E120,  E141,  E160A",,,,,
Giant Fizzers,HBG-SI-029-01,FALSE,0,0.35,0.14,,,150,20,15,0,Hard fizzy sweets.,Giant Fizzers only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,"Sugar, Tartaric Acid, Malic Acid, Stearic Acid, Sodium Bicarbonate, Modified Starch, Magnesium Stearate, Anti-Caking Agent: Magnesium Carbonate; Flavourings, Colours: Anthocyanins, Copper Chlorophyllin, Curcumin, Lutein, Paprika",,,,,
Giant Lovehearts,HBG-SI-030-01,FALSE,0,0.35,0.14,,,375,74,74,444,"Large, hard fruit sweets.",Giant Lovehearts only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Sugar, Acidity Regulators (Tartaric Acid, Malic Acid), Stearic Acid, Sodium Bicarbonate, Modified Starch, E470B, Anticaking Agent (Magnesium Carbonate), Flavourings, Natural Colours",,,,,
Giant Parma Violets,HBG-SI-031-01,FALSE,0,0.35,0.14,,,150,20,15,0,Hard violet flavoured sweets.,Giant Parma Violets only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Sugar, Stearic Acid, Modified Starch, Glucose Syrup, Anti-Caking Agent: Magnesium Carbonate, Flavourings, Colours: E124, E132, Anthocyanin",,,,,
Giant Strawbs,HBG-PM-023-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Giant Strawbs sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,,,,,
Ginger Creams,HBG-JR-055-01,FALSE,1,0.0145,0.0058,919,0,,,,,A soft sweet with the flavour of ginger. Soft on the outside and with a dry cream centre.,Ginger Creams sweets only Ł1.45/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Gibb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,"Sugar, Cream of Tarter, Butter, Ground Ginger",,,,,
Gobstoppers,HBG-JR-056-01,TRUE,1,0.01,0.004,919,880,,,,,"Hard, round sweets.",Gobstoppers sweets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,1,,1,,1,1,1,1,,"Dextrose, Sugar, Maize Starch, Glazing Agents: Carnauba Wax, Colours: E104, E120, E122, E129, E132, E133, E153, E171",,,,,
Golf Balls,HBG-SI-032-01,FALSE,0,0.3,0.12,,,120,40,20,0,Minty chewing gum in the shape of a golf ball.,Golf Balls sweets only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Flavourings, Colour E171, Glazing Agents: Carnauba Wax, Shellac, Antioxidant",,,,,
Grays Herbal Tablets,HBG-JR-057-01,FALSE,1,0.01,0.004,919,0,,,,,Sugar coated with a mixed taste of eucalyptus & cough candy.,Grays Herbal Tablets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,"Sugar, Glucose Syrup, Malic Acid, Natural Flavours",,,,,
Guacimo,HBG-NV-018-01,FALSE,0,2.8,1.12,,,190,90,10,0,Guacimo (47%) chocolate bar.,Guacimo bars only Ł2.80. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Cane Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Cocoa Solids 47%, Milk Solids 18%",,,,,
Gumball Refills,HBG-SI-033-01,FALSE,0,0.5,0.2,,,120,70,40,0,Gumballs.,Gumball Refills only 50p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Gummy Bananas,HBG-PM-024-01,FALSE,2,0.05,0.02,919,0,,,,0,,Gummy Bananas sweets only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Gummy Burger,HBG-SI-034-01,FALSE,0,0.1,0.04,,,60,40,20,0,Novelty gummy ‘make your own’ hamburger.,Gummy Burger sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Gummy Cola Bottles,HBG-PM-025-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Gummy Cola Bottles sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Gummy Face Plastic Fruits (Sour Sherbet),HBG-SI-035-01,FALSE,0,0.2,0.08,,,0,0,0,0,Plastic fruit filled with sherbet.,Gummy Face Plastic Fruits (Sour Sherbet) sweets only 20p. Traditional sweets at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,1,,,1,,"Dextrose, Sugar, Citric Acid, Flavourings, Colours: E102, E110, E129, E133",,,,,
Gummy Hearts,HBG-PM-026-01,FALSE,2,0.02,0.008,919,0,,,,0,,Gummy Hearts sweets only 2p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,,
Gummy Meerkats,HBG-PM-027-01,FALSE,1,0.0095,0.0038,919,606,,,,,,Gummy Meerkats sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Gummy Pizza,HBG-SI-036-01,FALSE,0,0.35,0.14,,,87,85,9,30,Novelty gummy pizza sweet.,Gummy Pizza sweets only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,"Glucose Syrup, Sugar, Fruit Juice (6%) From Concentrate, Beef Gelatine, Humectant Sorbitol, Citric Acid, Lactic Acid, Milk Protein, Flavourings, Glazing Agents, Beeswax, Carnauba Wax, Ascorbic Acid (Vitamin C), Colours: E100, E110, E129, E160C, E171",,,,,
Gummy Seahorses,HBG-PM-028-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Gummy Seahorses sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Gummy Teeth & Toothbrushes,HBG-PM-029-01,FALSE,2,0.01,0.004,919,0,,,,0,,Gummy Teeth & Toothbrushes sweets only 1p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Happy Bubblegum,HBG-PM-031-01,FALSE,2,0.05,0.02,919,0,,,,0,,Happy Bubblegum sweets only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Haribo Fizzy Twist (Rainbow),HBG-PM-032-01,FALSE,2,0.1,0.04,919,0,,,,0,,Haribo Fizzy Twist (Rainbow) sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Haribo,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,,"Glucose-Frutose Syrup, Sugar, Maize Starch, Humectant (Sorbitol) Wheat Flour, Emulsifier (Soya Lecithin: E471) Citric Acid, Malic Acid, Acidity Regulator (Calcium Citrate, Sodium Malate) Glazing Agents (Carnauba Wax). Colours: Curcumin, Titanium Dioxide, Copper Chlorophyll. Flavours: Elderberry Concentrate, Aronia, Blackcurrant Concentrate, Grape Concentrate",,,,,
Haribo Happy Cola,HBG-SI-038-01,FALSE,0,0.25,0.1,,,0,0,0,0,Gummy cola flavoured bottles.,Haribo Happy Cola sweets only 25p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Haribo,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,"Glucose Syrup, Sugar, Gelatine, Dextrose, Citric Acid, Caramelised Sugar Syrup, Flavouring, Vegetable Oil, Glazing Agents: Beeswax, Carnauba Wax",,,,,
Haribo Jelly Babies,HBG-PM-033-01,FALSE,2,0.01,0.004,919,0,,,,0,,Haribo Jelly Babies sweets only 1p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Haribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Gelatine, Citric Acid, Flavourings, Fruit & Plant Concentrates, Colours (Carmine, Copper Complexes of Chlorophyll), Glazing Agents (Vegetable Oil, Beeswax, Carnauba Wax), Invert Sugar Syrup, Fruit Extract (Carob)",,,,,
Haribo Starmix,HBG-SI-037-01,FALSE,0,0.25,0.1,,,130,95,3,0,"The kids and grown ups love it so and here is the reason why! A fabulous collection of gummy sweets; fried eggs, hearts; rings, you name it, this fruity mix has it all.",Haribo Starmix sweets only 25p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Haribo,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,"Glucose Syrup, Sugar, Modified Maize Starch, Citric Acid, Caramelised Sugar Syrup, Flavourings, Fruit and Plant Concentrates (Apple, Aronia, Blackcurrant, Elderberry, Grape, Kiwi, Lemon, Mango, Nettle, Orange, Passion Fruit, Spinach), Colours (Copper Complexes of Chlorophyll, Paprika Extract), Glazing Agents (Vegetable Oil, Beeswax, Carnauba Wax), Invert Sugar Syrup, Fruit Extract (Carob)",,,,,
Haribo Terrific Turtles,HBG-PM-030-01,FALSE,2,0.02,0.008,919,0,,,,0,,Haribo Terrific Turtles sweets only 2p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Haribo,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Glucose Syrup, Sugar, Gelatine, Dextrose, Citric Acid, Flavouring, Fruit and Plant Concentrates: Apple, Kiwi, Lemon, MangoNettle, Orange, Passion Fruit, Spinach; Colour: Copper Complexes of Chlorophyll, Glazing Agents: Vegetable Oil, BeeswaxCarnauba Wax; Invert Sugar Syrup, Fruit Extract: Carob",,,,,
Haribo Yellow Bellies,HBG-SI-043-01,FALSE,2,0.2,0.08,919,0,,,,0,,Haribo Yellow Bellies sweets only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Haribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Highland Toffee Bar,HBG-SI-039-01,FALSE,0,0.3,0.12,,,180,30,3,0,A soft toffee chew bar.,Highland Toffee Bar only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Glucose Syrup, Sugar, Sweetened Condensed Milk, Vegetable Oil, Salt, Flavouring",,,,,
Hubba Bubba Mega Long Strawberry,HBG-SI-040-01,FALSE,0,1,0.4,,,80,75,20,0,Strawberry bubblegum.,Hubba Bubba Mega Long Strawberry only Ł1. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Hubba-Bubba,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,1,,"Sugar, Gum Base, Glucose Syrup, Humectant Glycerine Non Animal, Modified Starch, Flavourings, Malic Acid, Emulsifier: Soybean Lecithin; Citric Acid",,,,,
Ice Bomb,HBG-SI-041-01,FALSE,0,0.2,0.08,,,65,45,30,0,Individual hard candy ball with a very strong mint flavour with a bubblegum centre.,Ice Bomb sweets only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Flavourings, Colours:  E171, E133; Glazing Agents: Carnauba Wax; Antioxidant: E321",,,,,
Iced Caramels,HBG-JR-058-01,FALSE,1,0.01,0.004,919,0,,,,,Delicious caramels covered in white & pink crispy sugar shells.,Iced Caramels only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,"Sugar, Glucose Syrup, Hydrogenated Vegetable Oil, Dried Skimmed Milk, Gelatine Milk Protein, Egg Albumen, Salt. Emulsifier: Soya Lecithin, E471; Vanillin, Colour: E122",,,,,
Jakemans Honey & Menthol,HBG-JR-059-01,TRUE,1,0.012,0.0048,919,549,,,,,Honey and lemon flavour cough sweets containing soothing menthol.,Jakemans Honey & Menthol sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jakeman’s,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,"Sugar, Glucose Syrup, Honey (25%), Malic Acid, Menthol Crystals, Natural Lemon Oil, Natural Flavour, Colour: Carotenes",,,,,
Jakemans Throat & Chest,HBG-JR-060-01,TRUE,1,0.012,0.0048,919,549,,,,,,Jakemans Throat & Chest sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jakeman’s,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,1,"Sugar, Glucose Syrup, Menthol Crystals, Aniseed Oil, Eucalyptus Oil, Colour: Vegetable Carbon, Natural Flavouring",,,,,
Jamesons Caramels,HBG-JR-062-01,TRUE,1,0.0145,0.0058,919,501,,,,,Chunky pieces of creamy toffee covered in thick chocolate.,Jameson's Caramels only Ł1.45/100g. Traditional sweets and more at humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jameson’s,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,"Milk Chocolate (Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Milk Fat, Emulsifier: Soya Lecithin E322), Glucose Syrup, Sugar, Sweetened Condensed Skimmed Milk, Hydrogenated Vegetable Oil, Butteroil, Invert Sugar Syrup, Salt, Emulsifier: Soya Lecithin E322",,,,,
Jamesons Raspberry Ruffles,HBG-JR-061-01,TRUE,1,0.0145,0.0058,919,492,,,,,"An enjoyable medley of raspberry and coconut flavoured fondant encased in smooth dark chocolate, these wrapped lovelies are hard to say no to!",Jameson's Raspberry Ruffles only Ł1.45/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jameson’s,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,"Sugar, Dark Chocolate (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Soya Lecithin E322), Coconut (19%), Glucose Syrup, Citric Acid, Invertase, Colours: E122",,,,,
Jargonelle Pears,HBG-JR-063-01,FALSE,1,0.01,0.004,919,0,,,,,Hard boiled pear flavoured sweets.,Jargonelle Pears only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,1,1,,1,1,1,1,1,,,,,,
Jawbreakers (Blue Razz),HBG-SI-042-01,FALSE,0,0.3,0.12,,,150,40,20,0,Raspberry flavour jawbreakers with a bubblegum centre.,Blue Razz Jawbreakers only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Jawbreakers (Fireball),HBG-SI-042-02,FALSE,0,0.3,0.12,,,150,40,20,0,Spicy jawbreakers with a bubblegum centre.,Fireball Jawbreakers only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Modified Starch, Glazing Agents: Carnauba Wax, Antioxidant: E321. Colours: E120, E160A",,,,,
Jawbreakers (Sour),HBG-SI-042-03,FALSE,0,0.3,0.12,,,150,40,20,0,Sour jawbreakers with a bubblegum centre.,Sour Jawbreakers only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Citric Acid, Flavourings, Colours: E104, E133; Glazing Agents: Carnauba Wax; Antioxidant: E321",,,,,
Jawbreakers (Tropical),HBG-SI-042-04,FALSE,0,0.3,0.12,,,150,40,20,0,Tropical flavour jawbreakers with a bubblegum centre.,Tropical Jawbreakers only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Acid: Citric Acid; Flavourings, Colours: E104, E129,  E133, E171; Glazing Agents: Carnauba Wax, Shellac, Antioxidant E321",,,,,
Jazzies,HBG-PM-034-01,FALSE,2,0.0095,0.0038,919,545,,,,0,,Jazzies sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Jelly Babies,HBG-PM-035-01,FALSE,2,0.0095,0.0038,919,0,,,,0,,Jelly Babies sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Jelly Beans,HBG-PM-036-01,FALSE,2,0.0095,0.0038,919,0,,,,0,,Jelly Beans sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Jelly Belly Assorted Flavours,HBG-NV-019-01,TRUE,0,3.3,1.32,,,145,75,20,150,Box of assorted flavour jelly beans.,Jelly Belly Assorted Flavours only Ł3.30. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Modified Cornstarch, Peach Puree Concentrate, Strawberry Puree, Acidity Regulators: E325, E330, E331. Natural and Artificial Flavourings, Blueberry Puree, Coconut, Colours: E100, E102 [Tartrazine], E110, E129, E132, E133, E150D, E171. Chocolate (Sugar, Chocolate Liquor, Cocoa Butter. Emulsifier: E322 Soy. Flavouring: Vanillin), Lemon Puree, Glazing Agents: E901, E903, E904. Tangerine Juice, Cocoa Powder, Vitamin C, Salt, Tapioca Dextrin",,,,,
Jelly Belly Assorted Flavours (Pocket Pack),HBG-NV-019-02,TRUE,0,1.1,0.44,,,80,65,20,50,Box of assorted flavour jelly beans in pocket pack.,Jelly Belly Assorted Flavours Pocket Pack only Ł1.10. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Modified Cornstarch, Banana Puree, Blueberry Puree, Pear Juice Concentrate, Natural and Artificial Flavourings, Acidity Regulators (E296, E325, E330), Lemon Puree, Coconut, Tangerine Juice Concentrate, Glazing Agents (E901, E903, E904), Watermelon Juice Concentrate, Colours (E100, E102 [Tartrazine], E110, E129, E132, E133, E150D, E171), Apple Juice Concentrate, Cherry Juice Concentrate, Ascorbic Acid, Tapioca Dextrin",,,,,
Jelly Belly Bean Boozled,HBG-NV-020-01,TRUE,0,2.5,1,,,80,65,15,150,Box of assorted flavour jelly beans.,Jelly Belly Bean Boozled only Ł2.50. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Modified Cornstarch, Acidity Regulators: E297, E325, E330, E331; Apple Juice Concentrate, Strawberry Puree, Blueberry Puree, Grape Juice Concentrate, Lemon Puree, Cherry Juice Concentrate, Raspberry Puree, Peach Puree Concentrate, Orange Puree, Natural and Artificial Flavourings, Colours: E100, E102 [Tartrazine], E110, E129, E132, E133, E150D, E171; Glazing Agents: E901, E903, E904",,,,,
Jelly Belly Fruit Bowl,HBG-NV-021-01,TRUE,0,3.3,1.32,,,145,75,20,150,Box of assorted fruit bowl flavour jelly beans.,Jelly Belly Fruit Bowl only Ł3.30. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Modified Cornstarch, Grape Juice Concentrate, Raspberry Puree, Acidity Regulators (E270, E296, E297, E325, E330, E331), Flavourings, Peach Puree Concentrate, Blueberry Puree, Plum Juice Concentrate, Banana Puree, Lemon Puree, Apple Juice Concentrate, Coconut, Pear Juice Concentrate, Colours (E100, E102 [Tartazine], E110, E129, E132, E133, E150D, E171), Glazing Agents, (E901, E903, E904), Tangerine Juice Concentrate, Watermelon Juice Concentrate, Grapefruit Juice Concentrate, Cherry Juice Concentrate, Lime Juice Concentrate, Ascorbic Acid, Tapioca Dextrin",,,,,
Jelly Belly Jelly Bean Machine,HBG-SI-043-01,FALSE,0,24.99,9.996,,,250,135,135,0,Jelly bean dispenser.,Jelly Belly Jelly Bean Machine only Ł24.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Jelly Belly Mini Bean Bin,HBG-SI-044-01,FALSE,0,8.99,3.596,,,145,125,95,0,Jelly bean dispenser.,Jelly Belly Mini Bean Bin only Ł8.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
